pgs_id	total	label	performance	applicability	match_confidence	performance_source	trait	method_name	variants_number	performance_detail	applicability_detail	match_detail
PGS000997	55	likely	17	23	15	measured	Diverticular disease of intestine (time-to-event)	snpnet	5757	AUROC=0.716 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000998	60	confident	22	23	15	measured	Comparative body height at age 10	snpnet	24144	R²=0.1468 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000999	54	likely	16	23	15	measured	Comparative body size at age 10	snpnet	13034	R²=0.0604 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001000	54	likely	16	23	15	measured	Nap during day	snpnet	10264	R²=0.0609 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001001	54	likely	16	23	15	measured	Getting up in morning	snpnet	7743	R²=0.0684 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001002	74	confident	36	23	15	measured	Whole body water mass	snpnet	35046	R²=0.7578 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001003	60	confident	22	23	15	measured	Number of medications taken	snpnet	8085	R²=0.1368 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001004	60	confident	22	23	15	measured	Number of non-cancer illnesses	snpnet	5212	R²=0.1085 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001005	50	likely	12	23	15	measured	Number of self reported cancers	snpnet	526	R²=0.0275 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001006	46	likely	8	23	15	measured	Weight change compared with 1 year ago	snpnet	2638	AUROC=0.599 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001007	54	likely	16	23	15	measured	Age at first sexual intercourse	snpnet	9997	R²=0.0697 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001008	50	likely	12	23	15	measured	Overall health rating	snpnet	10464	R²=0.0390 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001009	74	confident	36	23	15	measured	PEF	snpnet	9523	R²=0.3776 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001010	60	confident	22	23	15	measured	PEF pred. ratio	snpnet	15135	R²=0.1147 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001011	44	likely	6	23	15	measured	Viral warts (time-to-event)	snpnet	5	AUROC=0.579 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001012	46	likely	8	23	15	measured	Number of falls in the last year	snpnet	2103	R²=0.0168 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001013	56	likely	18	23	15	measured	Macular degeneration	snpnet	53	AUROC=0.729 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001014	51	likely	13	23	15	measured	Other disorders of pancreatic internal secretion (time-to-event)	snpnet	69	AUROC=0.657 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001015	70	confident	32	23	15	measured	Enlarged prostate	snpnet	449	AUROC=0.901 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001016	47	likely	9	23	15	measured	Sensitivity / hurt feelings	snpnet	7922	AUROC=0.608 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001017	43	likely	5	23	15	measured	Suffer from 'nerves'	snpnet	3348	AUROC=0.565 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001018	44	likely	6	23	15	measured	Attending social / leisure activities (attend any of the followings in once a week or more often: sports club, gym, pub, social club, religious group, adult edication class, or other group activity)	snpnet	2912	AUROC=0.574 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001019	42	likely	4	23	15	measured	Attending social / leisure activities (regular attendance at a gym or sports club)	snpnet	11361	AUROC=0.555 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001020	49	likely	11	23	15	measured	Attending social / leisure activities (regular attendance at an adult education class)	snpnet	220	AUROC=0.632 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001021	46	likely	8	23	15	measured	Feelings of worry or anxiety	snpnet	9747	AUROC=0.604 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001022	43	likely	5	23	15	measured	Worry too long after an embarrassing experience	snpnet	7714	AUROC=0.566 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001023	54	likely	16	23	15	measured	Disorders of mineral metabolism (time-to-event)	snpnet	2	AUROC=0.705 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001024	45	likely	7	23	15	measured	Hemorrhoid	snpnet	786	AUROC=0.584 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001025	61	confident	23	23	15	measured	Nonrheumatic aortic valve disorders (time-to-event)	snpnet	36	AUROC=0.787 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001026	47	likely	9	23	15	measured	Forearm or wrist fracture	snpnet	45	AUROC=0.616 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001027	44	likely	6	23	15	measured	Internal derangement of knee (time-to-event)	snpnet	118	AUROC=0.571 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001028	56	likely	18	23	15	measured	Diabetic eye disease	snpnet	123	AUROC=0.730 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001029	48	likely	10	23	15	measured	Other disorders of cornea (time-to-event)	snpnet	22	AUROC=0.621 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001030	61	confident	23	23	15	measured	Pulmonary fibrosis	snpnet	51	AUROC=0.788 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001031	47	likely	9	23	15	measured	Fibroblastic disorders (time-to-event)	snpnet	252	AUROC=0.615 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001032	61	confident	23	23	15	measured	Uterine fibroids	snpnet	161	AUROC=0.782 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001033	52	likely	14	23	15	measured	Other coagulation defects (time-to-event)	snpnet	1	AUROC=0.669 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001034	50	likely	12	23	15	measured	Salt added to food	snpnet	6651	R²=0.0450 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001036	74	confident	36	23	15	measured	Epstein Barr virus nuclear antigen 1 IgG seropositivity	snpnet	38	R²=0.5064 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001037	60	confident	22	23	15	measured	Heel bone mineral density (BMD) T-score, automated	snpnet	14310	R²=0.1966 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001038	60	confident	22	23	15	measured	Left heel bone mineral density (BMD) T-score, automated	snpnet	9275	R²=0.1798 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001039	60	confident	22	23	15	measured	Right heel bone mineral density (BMD) T-score, automated	snpnet	9753	R²=0.1936 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001040	61	confident	23	23	15	measured	Non melanoma skin cancer	snpnet	1610	AUROC=0.764 (5 studies), 13 evals	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001041	59	likely	21	23	15	measured	Skin cancer	snpnet	1298	AUROC=0.762 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001042	53	likely	15	23	15	measured	Thyrotoxicosis [hyperthyroidism] (time-to-event)	snpnet	226	AUROC=0.693 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001043	54	likely	16	23	15	measured	Hyperthyroidism, thyrotoxicosis	snpnet	69	AUROC=0.697 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001044	50	likely	12	23	15	measured	Glucosamine intake	snpnet	324	AUROC=0.656 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001045	51	likely	13	23	15	measured	Vitamin B9 intake	snpnet	5	AUROC=0.663 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001046	51	likely	13	23	15	measured	Past tobacco smoking (Smoked at least once)	snpnet	6169	AUROC=0.660 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001047	46	likely	8	23	15	measured	Past tobacco smoking (Smoked occasionally)	snpnet	2245	AUROC=0.598 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001048	57	likely	19	23	15	measured	NSTEMI (algorithmically-defined)	snpnet	687	AUROC=0.739 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001049	46	likely	8	23	15	measured	Risk taking behaviour	snpnet	4299	AUROC=0.599 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001050	51	likely	13	23	15	measured	Diaphragmatic hernia (time-to-event)	snpnet	1857	AUROC=0.666 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001051	64	confident	26	23	15	measured	Polymyalgia rheumatica	snpnet	69	AUROC=0.821 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001052	54	likely	16	23	15	measured	Time spend outdoors in summer	snpnet	5661	R²=0.0577 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001053	54	likely	16	23	15	measured	Time spend outdoors in winter	snpnet	2323	R²=0.0522 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001054	48	likely	10	23	15	measured	Snoring	snpnet	7407	AUROC=0.630 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001055	54	likely	16	23	15	measured	Chronotype (morning/evening person)	snpnet	11428	R²=0.0687 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001056	54	likely	16	23	15	measured	Beef intake	snpnet	991	R²=0.0970 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001057	50	likely	12	23	15	measured	Cereal consumption	snpnet	4882	R²=0.0324 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001058	43	likely	5	23	15	measured	Cereal consumption (biscuit cereal)	snpnet	146	AUROC=0.563 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001059	46	likely	8	23	15	measured	Cereal consumption (other)	snpnet	1286	AUROC=0.604 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001060	54	likely	16	23	15	measured	Cheese intake	snpnet	6678	R²=0.0551 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001061	50	likely	12	23	15	measured	Cooked vegetable consumption	snpnet	1085	R²=0.0202 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001062	50	likely	12	23	15	measured	Fresh fruit intake	snpnet	4257	R²=0.0381 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001063	46	likely	8	23	15	measured	Major dietary changes in the last 5 years due to illness	snpnet	730	AUROC=0.599 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001064	44	likely	6	23	15	measured	Milk consumption (skimmed)	snpnet	116	AUROC=0.569 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001065	46	likely	8	23	15	measured	Never eat wheat	snpnet	5	AUROC=0.598 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001066	60	confident	22	23	15	measured	Poultry intake	snpnet	1609	R²=0.1563 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001067	60	confident	22	23	15	measured	Processed meat intake	snpnet	2346	R²=0.1098 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001068	50	likely	12	23	15	measured	Variation in diet	snpnet	1353	R²=0.0402 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001069	54	likely	16	23	15	measured	Water intake	snpnet	4994	R²=0.0550 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001070	74	confident	36	23	15	measured	Volume of ventricular cerebrospinal fluid (normalised for head size)	snpnet	880	R²=0.3922 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001071	47	likely	9	23	15	measured	Facial aging, looking 'about your age'	snpnet	6782	AUROC=0.607 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001072	57	likely	19	23	15	measured	Facial aging, looking 'older than you are'	snpnet	39	AUROC=0.736 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001073	46	likely	8	23	15	measured	Duration of walks	snpnet	1323	R²=0.0110 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001074	45	likely	7	23	15	measured	Types of physical activity in last 4 weeks (other exercises)	snpnet	3846	AUROC=0.587 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001075	50	likely	12	23	15	measured	Usual walking pace	snpnet	7535	R²=0.0430 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001076	60	confident	22	23	15	measured	Eosinophil percentage	snpnet	12563	R²=0.1072 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001077	54	likely	16	23	15	measured	Neutrophil percentage	snpnet	13703	R²=0.0818 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001078	60	confident	22	23	15	measured	Monocyte percentage	snpnet	8762	R²=0.1276 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001079	68	confident	30	23	15	measured	Platelet distribution width	snpnet	18814	R²=0.2279 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001080	50	likely	12	23	15	measured	Freq. of tiredness / lethargy in last 2 weeks	snpnet	5594	R²=0.0413 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001081	68	confident	30	23	15	measured	JC VP1 antigen for Human Polyomavirus JCV	snpnet	9	R²=0.2908 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001082	74	confident	36	23	15	measured	MC VP1 antigen for Merkel Cell Polyomavirus	snpnet	143	R²=0.3904 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001085	46	likely	8	23	15	measured	Increased alcohol consumption, versus 10 years ago	snpnet	214	AUROC=0.597 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001086	46	likely	8	23	15	measured	Alcohol consumption	snpnet	1028	AUROC=0.600 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001087	60	confident	22	23	15	measured	Alcohol intake frequency	snpnet	8353	R²=0.1272 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001088	68	confident	30	23	15	measured	Average weekly alcohol consumption (beer and cider)	snpnet	2842	R²=0.2026 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001090	43	likely	5	23	15	measured	Often felt loved as a child	snpnet	7555	AUROC=0.566 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001091	44	likely	6	23	15	measured	Loneliness	snpnet	660	AUROC=0.576 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001092	57	likely	19	23	15	measured	Hair color, black	snpnet	1649	AUROC=0.738 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001093	66	confident	28	23	15	measured	Hair color, blonde	snpnet	6970	AUROC=0.846 (3 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001094	54	likely	16	23	15	measured	Hair color, brown	snpnet	4024	AUROC=0.698 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001095	51	likely	13	23	15	measured	Hair color, dark brown	snpnet	5662	AUROC=0.665 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001096	54	likely	16	23	15	measured	Hair color, light brown	snpnet	2127	AUROC=0.697 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001097	53	likely	15	23	15	measured	Hair color, other	snpnet	21	AUROC=0.684 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001098	74	confident	36	23	15	measured	Hair color, red	snpnet	1621	AUROC=0.954 (3 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001099	60	confident	22	23	15	measured	Spherical power (left eye)	snpnet	6639	R²=0.1115 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001100	60	confident	22	23	15	measured	Spherical power (right eye)	snpnet	7350	R²=0.1169 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001101	74	confident	36	23	15	measured	Body fat percentage	snpnet	27396	R²=0.5861 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001102	74	confident	36	23	15	measured	Body fat percentage (left arm)	snpnet	25266	R²=0.6096 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001103	74	confident	36	23	15	measured	Body fat percentage (left leg)	snpnet	28134	R²=0.8206 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001104	74	confident	36	23	15	measured	Body fat percentage (right leg)	snpnet	28163	R²=0.7979 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001105	74	confident	36	23	15	measured	Body fat percentage (trunk fat)	snpnet	25651	R²=0.3335 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001106	74	confident	36	23	15	measured	Arm fat percentage (R)	snpnet	23943	R²=0.6298 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001107	46	likely	8	23	15	measured	UACR [> 30 mg/g]	snpnet	1040	AUROC=0.600 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001108	74	confident	36	23	15	measured	Basal metabolic rate	snpnet	32154	R²=0.6964 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001109	43	likely	5	23	15	measured	Vasomotor and allergic rhinitis (time-to-event)	snpnet	1910	AUROC=0.568 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001110	74	confident	36	23	15	measured	Reactive arthropathies (time-to-event)	snpnet	6	AUROC=0.946 (4 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001111	68	confident	30	23	15	measured	Male genital tract cancer	snpnet	313	AUROC=0.874 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001112	54	likely	16	23	15	measured	Aspirin	snpnet	499	AUROC=0.703 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001113	54	likely	16	23	15	measured	Aspirin use self-reported	snpnet	790	AUROC=0.706 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001114	46	likely	8	23	15	measured	Ibuprofen use, self-reported	snpnet	419	AUROC=0.599 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001115	48	likely	10	23	15	measured	Paracetamol use self-reported	snpnet	4673	AUROC=0.619 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001116	48	likely	10	23	15	measured	Ibuprofen use	snpnet	174	AUROC=0.619 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001117	55	likely	17	23	15	measured	Started insulin within one year diagnosis of diabetes	snpnet	68	AUROC=0.716 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001118	49	likely	11	23	15	measured	Taking other prescription medications	snpnet	1846	AUROC=0.632 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001119	74	confident	36	23	15	measured	Left hand grip strength	snpnet	13767	R²=0.5777 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001120	74	confident	36	23	15	measured	Right hand grip strength	snpnet	12644	R²=0.5764 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001123	46	likely	8	23	15	measured	Coffee consumption	snpnet	48	AUROC=0.600 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001124	46	likely	8	23	15	measured	Coffee consumption (ground coffee)	snpnet	9694	AUROC=0.602 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001125	43	likely	5	23	15	measured	Coffee consumption (instant coffee)	snpnet	432	AUROC=0.567 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001126	54	likely	16	23	15	measured	Coffee intake	snpnet	3154	R²=0.0530 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001127	51	likely	13	23	15	measured	Never Smoker	snpnet	12310	AUROC=0.659 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001128	48	likely	10	23	15	measured	Previous smoker	snpnet	4348	AUROC=0.628 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001129	50	likely	12	23	15	measured	Smoking status (ever vs never smokers)	snpnet	974	AUROC=0.646 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001130	68	confident	30	23	15	measured	Number of cigarettes previously smoked per day	snpnet	725	R²=0.2074 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001131	50	likely	12	23	15	measured	Zoster [herpes zoster] (time-to-event)	snpnet	82	AUROC=0.645 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001132	45	likely	7	23	15	measured	Family history of chronic bronchitis/emphysema	snpnet	1530	AUROC=0.583 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001133	60	confident	22	23	15	measured	Diastolic BP (AR)	snpnet	14103	R²=0.1089 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001134	68	confident	30	23	15	measured	Systolic BP (AR)	snpnet	15481	R²=0.2291 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001135	55	likely	17	23	15	measured	Arthritis (nos)	snpnet	1028	AUROC=0.710 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001136	58	likely	20	23	15	measured	Hematologic disease, genetic	snpnet	30	AUROC=0.748 (4 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001137	50	likely	12	23	15	measured	Retinal detachment	snpnet	321	AUROC=0.653 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001138	46	likely	8	23	15	measured	Rheumatoid factor [> 16 IU/mL]	snpnet	456	AUROC=0.601 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001139	46	likely	8	23	15	measured	Light smokers, at least 100 smokes in lifetime	snpnet	11	AUROC=0.605 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001140	50	likely	12	23	15	measured	Seborrheic keratosis (time-to-event)	snpnet	1368	AUROC=0.651 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001141	48	likely	10	23	15	measured	Facial ageing (looking younger than you are)	snpnet	7676	AUROC=0.626 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001142	68	confident	30	23	15	measured	Volume of grey matter in Intracalcarine Cortex (R)	snpnet	2215	R²=0.2678 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001143	68	confident	30	23	15	measured	Volume of grey matter in Parietal Operculum Cortex (R)	snpnet	699	R²=0.2265 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001144	60	confident	22	23	15	measured	Arm fat mass (L)	snpnet	23676	R²=0.1983 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001145	68	confident	30	23	15	measured	Arm fat mass (R)	snpnet	23528	R²=0.2050 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001146	74	confident	36	23	15	measured	Arm fat-free mass (R)	snpnet	29063	R²=0.7628 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001147	74	confident	36	23	15	measured	Leg fat mass (R)	snpnet	23565	R²=0.4679 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001148	60	confident	22	23	15	measured	Trunk fat mass	snpnet	29233	R²=0.1253 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001149	68	confident	30	23	15	measured	Whole body fat mass	snpnet	27550	R²=0.2210 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001150	50	likely	12	23	15	measured	Sleep duration	snpnet	4106	R²=0.0406 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001152	54	likely	16	23	15	measured	Red blood cell distribution width	snpnet	10179	R²=0.0852 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001153	49	likely	11	23	15	measured	Folic acid or folate (Vitamin B9)	snpnet	5	AUROC=0.638 (5 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001154	74	confident	36	23	15	measured	Impedance (left arm)	snpnet	26740	R²=0.5839 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS001155	74	confident	36	23	15	measured	Impedance (left leg)	snpnet	28999	R²=0.3102 (15 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
